img,mean_score,clean_mean_score,bbox
fbb11c93-3d4e-4af3-bd57-4652182e6d2e_302face0_500_552_262_30400001.png,1.7,1.375,0 0 0 0
a517d28e-b4bd-4b97-b13a-63894cca497e_10000869face0_241_124_180_19800001.png,1.75,1.6842105263157894,0 0 0 0
cf2ac893-2b1b-4d1b-8094-663b9eaf0390_2face0_381_268_140_173_00005.png,1.75,1.0769230769230769,0 0 0 0
20a8cad7-2776-4ec1-8e47-c82b6041ec92_302face0_539_343_225_25400007.png,1.75,1.6111111111111112,0 0 0 0
19c65a01-6fb3-4c7c-a263-45a5ab1a4eb2_2face0_389_856_219_264_00001.png,1.8,1.6666666666666667,0 0 0 0
d8065a91-668b-47d3-913e-de5d5ea1e15d_302face0_82_116_228_296_00008.png,1.8,1.736842105263158,0 0 0 0
b16b8b6c-5be6-4b46-9eb2-812868a1e355_602face0_390_138_285_399_00004.png,1.8,1.8,0 0 0 0
fabf67f7-efa1-4bef-8522-7e69f6115a5b_2face0_555_384_190_234_00001.png,1.8,1.588235294117647,0 0 0 0
3a993089-fd08-4112-a09f-44dbdd878890_302face0_267_301_186_236_00010.png,1.85,1.5625,0 0 0 0
7dca380b-c27c-49b9-a435-afc0451e2d61_2face0_140_103_582_730_00010.png,1.85,1.85,0 0 0 0
d67e62fe-c830-4110-b84c-39a577b381ae_302face0_329_281_156_18200006.png,1.85,1.6470588235294117,0 0 0 0
c4922c50-fdfa-4673-8ba7-882156497d0a_902face0_209_127_208_268_00004.png,1.85,1.3571428571428572,0 0 0 0
0e7c73b0-ea5c-4320-a29c-d550acb88d89_2face0_311_111_597_830_00003.png,1.85,1.7894736842105263,0 0 0 0
849fe17f-bd56-49e2-b002-e3041881e952_2face0_460_72_287_373_00007.png,1.85,1.85,0 0 0 0
ca2c5955-d89e-4a85-b787-5a17febdeaa9_302face0_311_130_175_18500011.png,1.85,1.85,0 0 0 0
7d2d32b1-0357-4f95-bf63-0f75a74ae9cd_302face0_258_290_579_810_00001.png,1.85,1.7894736842105263,0 0 0 0
f5b21ded-ce2d-4dc8-9e54-3d7792208b8d_2face0_705_413_225_290_00001.png,1.85,1.7894736842105263,0 0 0 0
1a2a418c-4ea4-4c3b-9cb5-e85cb3325433_2face0_473_614_282_28200003.png,1.85,1.5625,0 0 0 0
2f83e369-b41d-4706-8912-9bab63345864_2face0_238_280_260_379_00001.png,1.9,1.625,0 0 0 0
28ea4e14-c46f-4a11-a58b-cf1de0b5587b_302face0_120_247_292_347_00002.png,1.9,1.8421052631578947,0 0 0 0
0cd49b17-c642-4c6e-8c33-20b47841c674_2face0_871_542_123_12000004.png,1.9,1.4,0 0 0 0
06a63b2e-b049-4dc7-9531-c133b5f75e1a_302face0_118_298_330_451_00010.png,1.9,1.625,0 0 0 0
5c0c6bef-5e29-4b45-bdc3-737e53441434_2face0_98_523_494_641_00001.png,1.9,1.625,0 0 0 0
eb17efd3-2bf4-4f9b-8479-f9daa0aa448d_302face0_448_806_184_19300001.png,1.9,1.625,0 0 0 0
2b0c8957-276c-4ada-9dbf-541adbd3a19d_302face0_346_469_196_236_00001.png,1.9,1.5333333333333334,0 0 0 0
48ea4936-67a6-4a47-80f1-54cc6624bd4b_302face0_104_551_393_42200001.png,1.95,1.6875,0 0 0 0
543bc9be-cf82-49a9-b4e5-4143cbca8bcb_2face0_786_258_182_251_00009.png,1.95,1.95,0 0 0 0
71bc6ada-f74b-4d14-aaa9-10e8967af900_602face0_334_70_172_212_00002.png,1.95,1.7647058823529411,0 0 0 0
f30e39c5-7901-44ff-886a-2a9874cbc58b_302face0_168_94_253_331_00001.png,1.95,1.6875,0 0 0 0
6f07acce-da37-4e36-8fe8-93e295986190_10000291face0_480_343_264_370_00006.png,1.95,1.8333333333333333,0 0 0 0
25c48736-ac2c-44b1-bc86-802f55a32868_902face0_362_1289_217_268_00002.png,1.95,1.8333333333333333,0 0 0 0
a38c2a81-9dd5-48e9-a104-5265d3e4d0f1_2face0_298_90_112_12600003.png,1.95,1.5,0 0 0 0
fb2568e6-ed45-4eb7-bdc5-3734fcfc48e6_602face0_278_375_229_24800001.png,1.95,1.6,0 0 0 0
ddfadac9-4970-4ea4-a703-3e43065ce631_302face0_378_580_164_17400001.png,1.95,1.3846153846153846,0 0 0 0
b0088315-0fa3-414f-9dea-aede046a351f_2face0_133_327_468_649_00005.png,1.95,1.6,0 0 0 0
dcc275e3-0cb6-4f74-9dae-e06d9a05bb3e_1807face0_434_431_320_418_00010.png,1.95,1.6875,0 0 0 0
8b6442e5-0a17-411e-885f-4d0019d1ab47_302face0_474_293_133_177_00002.png,1.95,1.6,0 0 0 0
0b573976-8b8b-4f08-bd06-2a23246cceed_302face0_276_190_138_179_00001.png,2,1.8888888888888888,0 0 0 0
0a2904ab-b16c-4b2e-83e1-94a82361c1cb_902face0_416_181_249_312_00002.png,2,1.4615384615384617,0 0 0 0
253af8d5-e137-467b-8dec-024acce57684_2face0_291_458_152_190_00001.png,2,1.8888888888888888,0 0 0 0
70c478e8-d681-436b-b8f6-96d09d28d3c2_2face0_225_373_327_458_00001.png,2,1.6666666666666667,0 0 0 0
2a12e93f-7bdb-48cc-977d-ee141f445a45_10000280face0_317_471_235_307_00001.png,2,1.5714285714285714,0 0 0 0
884572ce-d045-47f2-aa02-5eb25937fdd2_302face0_567_220_235_23600001.png,2,1.3333333333333333,0 0 0 0
5f6e83f4-a468-4142-a392-1ed8eca741e8_2face0_623_891_197_242_00005.png,2,1.8235294117647056,0 0 0 0
ccff6eb5-0f43-4e1b-ae7c-e4175a32fe46_2face0_322_95_205_275_00010.png,2,1.5714285714285714,0 0 0 0
7e1a7ad3-c370-4369-a2fb-0d776a931021_302face0_357_317_172_19100005.png,2,1.6666666666666667,0 0 0 0
d7134395-466b-43f3-9c66-548c8f6c40cd_902face0_209_623_498_56200006.png,2,1.947368421052632,0 0 0 0
fc848195-137d-4e83-ae7f-bdc6a10ff4ae_2face0_487_101_379_455_00001.png,2,2,0 0 0 0
8757be54-cda6-4585-9ebc-6aaa923adf36_10000268face0_211_493_282_29900006.png,2,1.3333333333333333,0 0 0 0
329c8a6d-9599-4317-9903-62f37252a281_2face0_246_368_169_222_00008.png,2,1.8888888888888888,0 0 0 0
09bc58a0-d81e-4025-8404-ceec6c72259f_10000281face0_145_55_285_392_00005.png,2,1.75,0 0 0 0
fede3ee3-eacf-4168-a849-387f0c50550a_2face0_63_700_540_54600002.png,2,1.75,0 0 0 0
1baa71cb-5d68-4aea-bd76-33caeef08794_302face0_243_398_280_362_00007.png,2,1.4615384615384617,0 0 0 0
c3d311d7-0f77-46b7-9819-d5fea90a08bb_2face0_540_98_379_503_00001.png,2,1.8888888888888888,0 0 0 0
8e43ac28-e191-482b-a930-0c1d28e1416d_302face0_198_243_189_244_00001.png,2,1.5714285714285714,0 0 0 0
752d8d1b-40fd-4d43-b0f0-76e460e5991c_2face0_250_695_538_54400001.png,2.05,2.235294117647059,0 0 0 0
a2652c2d-878a-445b-955f-5c4302adb095_302face0_292_330_168_18900001.png,2.05,2.05,0 0 0 0
2ce166f1-05e0-4f3e-89c6-280363ec13be_2face0_61_257_869_1191_00002.png,2.05,2.4,0 0 0 0
175845c0-dbe7-4d3b-a6f7-eac47e7e3bed_302face0_121_743_278_29100006.png,2.05,2.4,0 0 0 0
864ad9c0-0b43-4a0e-8873-e21b556f11a6_10000878face0_363_287_319_37100012.png,2.05,2.4,0 0 0 0
ce8246d6-ad3c-4d03-9c65-a7e432914464_1838face0_502_465_159_218_00005.png,2.05,2.1052631578947367,0 0 0 0
ad0502fd-f3c3-41e6-8146-07656fe32105_302face0_308_233_224_286_00010.png,2.05,2.6153846153846154,0 0 0 0
850d5529-b3a9-443a-b327-ff50f112e9cb_602face0_480_580_235_316_00012.png,2.05,2.4,0 0 0 0
5a990944-f78f-4329-813e-cd6f3325a6eb_2face0_98_423_696_73800003.png,2.05,2.4,0 0 0 0
cffb677a-d85a-44f1-b293-645d5f16ba4e_2face1_353_53_176_19600003.png,2.05,2.1666666666666665,0 0 0 0
0a6abd4b-7a11-4edf-a22b-f0f49dbdc00f_602face0_267_271_270_28900003.png,2.05,2.235294117647059,0 0 0 0
e03fad1f-17cd-4b44-bedb-d996ce318f98_2face0_137_101_451_47700001.png,2.05,2.5,0 0 0 0
d5105ec5-9f9d-4174-827a-889a6122223e_2face0_705_52_207_24300006.png,2.05,2.6153846153846154,0 0 0 0
1cc07c86-1bc6-4d79-996a-b715a21edcae_2face0_128_601_148_15300002.png,2.05,2.235294117647059,0 0 0 0
bd5f9fbd-bf43-4d8e-9fc9-26c551ee8242_2face0_308_458_225_290_00014.png,2.05,2.1666666666666665,0 0 0 0
932ac176-fc37-42ba-bf90-dfa2e9175135_302face0_265_369_148_201_00005.png,2.05,2.5,0 0 0 0
8199f4c4-900e-4c4f-9dbb-d8d599bb89a6_10000533face0_80_1340_215_260_00003.png,2.1,2.1578947368421053,0 0 0 0
b1286393-ef06-4a6b-b403-25580115390c_302face0_258_638_459_45700001.png,2.1,2.294117647058824,0 0 0 0
1a90271e-d715-4c3c-a775-5b48189c64cd_10000055face0_155_247_158_16600001.png,2.1,2.2222222222222223,0 0 0 0
61f89fad-17f0-4749-ac21-e52fe4989627_902face0_314_338_248_27400004.png,2.1,2.1,0 0 0 0
2873cf0a-436c-481c-99fd-936a8f83a12c_302face0_246_704_586_68200009.png,2.1,2.2222222222222223,0 0 0 0
7a0ae75e-1db0-4e51-ac00-9da449201a1c_302face0_437_181_434_562_00005.png,2.1,2.2222222222222223,0 0 0 0
42fc20d4-d8bf-41a6-b60c-756c306e6a90_302face0_471_763_226_312_00002.png,2.1,2.1,0 0 0 0
8cfc3df8-7c7f-4682-a3df-93ec0eb05afb_10000295face0_144_397_302_390_00001.png,2.1,2.1578947368421053,0 0 0 0
3e7ad106-4c92-43e9-9133-fab0aac722d1_302face0_272_356_473_638_00010.png,2.1,2.1578947368421053,0 0 0 0
2b631eb5-5f9d-49ab-b7fe-723ed522ed6d_10000591face0_562_711_240_25600008.png,2.1,2.1,0 0 0 0
ad186480-5991-4b4f-b8c5-686c0920fcde_302face0_316_440_152_16100001.png,2.1,2.571428571428572,0 0 0 0
3b5204c5-5a8a-4dc1-9e09-b1ecd63f83d6_902face0_358_581_262_28700002.png,2.1,2.375,0 0 0 0
22bd3c54-70d4-4870-b337-efa64e3bb766_3001face0_416_584_207_301_00001.png,2.1,2.466666666666667,0 0 0 0
fdbdf45d-2c84-4d3a-9fca-cb05cdb72a0a_2face0_305_491_359_447_00001.png,2.1,2.1578947368421053,0 0 0 0
17ab9f1c-f57b-4f86-a75e-693709334bf2_10000254face0_141_283_138_14300001.png,2.15,2.3529411764705883,0 0 0 0
100590d8-31c0-4ff2-bd01-8eac6376b309_902face0_463_173_378_512_00001.png,2.15,2.4375,0 0 0 0
e3ea8284-8731-4871-975a-230187004300_2face0_87_759_406_40600001.png,2.15,2.642857142857143,0 0 0 0
d6da2976-de54-42fc-93e7-80fcc3d8f31d_302face0_397_224_203_271_00006.png,2.15,2.533333333333333,0 0 0 0
e6eedd7e-ba55-400e-a8e5-53cae49b12c4_2face0_197_149_338_468_00004.png,2.15,2.642857142857143,0 0 0 0
c1c126ac-e1d8-45c6-9efa-698067a7407d_10000228face0_163_600_799_86400002.png,2.15,2.3529411764705883,0 0 0 0
6893a830-e2d5-42d0-9f9a-f11b4531a4d0_2face0_219_575_382_486_00009.png,2.15,2.642857142857143,0 0 0 0
7a47f60d-3290-4828-863c-6d9ee0a0e809_2face0_378_509_236_325_00009.png,2.15,2.533333333333333,0 0 0 0
4efc363b-f503-4679-90e8-b48465b24aaf_2face0_209_72_471_634_00001.png,2.15,2.642857142857143,0 0 0 0
40f262b2-20d2-416f-a321-97a545162b3e_302face0_381_594_168_214_00001.png,2.15,2.769230769230769,0 0 0 0
978c1fbf-e76b-46be-aaeb-c29a53e5ea26_10001369face0_719_463_127_12800010.png,2.15,2.2777777777777777,0 0 0 0
265041e8-4b7e-4f79-b7f2-4ba764fb32de_903face0_494_535_258_26000009.png,2.15,2.2777777777777777,0 0 0 0
ff939900-3fb7-4860-88d1-2546975792f6_302face0_178_559_459_619_00001.png,2.15,2.533333333333333,0 0 0 0
2a6780af-1fe2-4c0e-8be6-f1cff34abe22_302face0_138_548_254_25000001.png,2.15,2.3529411764705883,0 0 0 0
9fbcd3f3-5be8-41bb-967f-a28e0dfaee43_302face0_491_639_250_336_00001.png,2.15,2.4375,0 0 0 0
9fb1a9f3-340f-4464-add7-13a014eeac54_302face0_698_132_319_447_00011.png,2.15,2.15,0 0 0 0
c53c9a1a-774f-47b1-9d2d-78a0ba23ae3a_302face0_226_268_424_592_00001.png,2.2,2.333333333333333,0 0 0 0
e2799258-607b-44c9-94a4-6e647a4e7335_302face0_433_130_314_36000001.png,2.2,2.411764705882353,0 0 0 0
66b6d4ad-a9ca-4aa6-8c1f-523ca665b3c8_302face0_75_69_315_425_00008.png,2.2,2.2,0 0 0 0
ea3737bb-3584-4bfd-8415-41c109890361_10000191face0_682_306_198_21000012.png,2.2,2.5,0 0 0 0
3156f679-a866-4c9b-bd0b-c80422909a21_2face0_521_287_228_299_00002.png,2.2,2.2,0 0 0 0
d903c377-722b-42d9-9b3e-fe4b486c8cd2_2face0_183_177_840_1124_00012.png,2.2,2.5,0 0 0 0
70900ff7-cbbc-44d7-b40b-413089ae4ca9_2face0_279_362_698_82000003.png,2.2,2.333333333333333,0 0 0 0
ec7f5abf-3fd0-480a-ae02-78110df44b3a_2face0_377_646_640_65600002.png,2.2,2.6,0 0 0 0
690f741d-e1db-4597-9b88-2e9c6be2aa53_2face0_248_190_289_364_00001.png,2.2,2.6,0 0 0 0
a985f5f8-ef9a-410b-9899-2743518a9a05_302face0_70_75_380_482_00007.png,2.2,2.263157894736842,0 0 0 0
77a7edc6-cda8-4e68-9271-64de83e659e8_2face0_276_348_348_462_00008.png,2.2,2.8461538461538463,0 0 0 0
e3cbfed2-9738-4964-8461-c17a4e9ce53e_602face0_238_70_371_471_00002.png,2.2,2.263157894736842,0 0 0 0
c577651e-6687-4189-ae50-d1bbc6a1b114_2face0_377_487_188_19200007.png,2.2,2.411764705882353,0 0 0 0
055b7a56-ae55-4fee-be7b-873deb55f658_2face0_548_248_281_344_00003.png,2.2,2.263157894736842,0 0 0 0
848a439b-5d7f-4339-ba54-1ef6faba911f_2face0_115_141_211_23500001.png,2.2,2.2,0 0 0 0
29d598af-2ea4-466a-852d-18a8efdaaf4e_2face0_58_90_281_395_00003.png,2.2,2.411764705882353,0 0 0 0
3423ba92-e670-40d7-8faf-972eb27c68ae_10000291face0_156_220_733_1023_00010.png,2.2,2.263157894736842,0 0 0 0
e4fcf5c4-cb34-400f-beec-1af5d1f6f96b_302face0_251_224_224_25000001.png,2.2,2.5,0 0 0 0
19009ea0-95f6-4e0f-8f2d-01a9dee48931_10000864face0_122_281_148_16200009.png,2.2,2.411764705882353,0 0 0 0
15503f27-bad1-423b-9dec-980d5d2a93da_302face0_423_141_394_43100004.png,2.2,2.411764705882353,0 0 0 0
bece3123-366c-4f45-897c-606e76818669_2face0_167_321_219_299_00002.png,2.2,2.7142857142857144,0 0 0 0
c4daddec-cc3e-49ff-ba3d-eab49f8027e1_302face0_396_602_262_26900011.png,2.2,2.5,0 0 0 0
62bea167-8c7e-4307-a08c-484647c9a9ac_602face0_425_553_159_203_00001.png,2.2,2.333333333333333,0 0 0 0
b84cf2a7-1774-4b01-9682-055e6b9944a0_302face0_89_314_334_445_00001.png,2.25,2.4705882352941178,0 0 0 0
4de728dc-3fa7-452d-a74e-ac8f9029a6fa_302face0_273_337_160_18300001.png,2.25,2.3157894736842106,0 0 0 0
86fa5b47-95cf-4b95-984c-230e7f765bf5_2face0_271_56_551_754_00001.png,2.25,2.25,0 0 0 0
ae535505-1329-4644-9eb4-44b1f0b30179_10001058face0_215_422_258_28900012.png,2.25,2.388888888888889,0 0 0 0
900027b4-1556-4c59-9d61-d9890408426b_2face0_474_585_520_58500002.png,2.25,2.5625,0 0 0 0
67875711-9f3c-45aa-8436-5764fe3572cc_2face0_235_488_337_419_00001.png,2.25,2.7857142857142856,0 0 0 0
a30df60e-a50b-48ff-8609-bd6af988ef60_2face0_55_364_438_588_00001.png,2.25,2.6666666666666665,0 0 0 0
e3fef90f-6cc7-4954-9bd1-a656845e692c_2face0_360_601_334_35800006.png,2.25,2.388888888888889,0 0 0 0
78104880-a1ba-4737-bed1-dca002094473_2face0_591_139_331_436_00003.png,2.25,2.388888888888889,0 0 0 0
3aec0999-540a-40f7-930c-9c32ae72b855_2face0_129_73_510_649_00001.png,2.25,2.4705882352941178,0 0 0 0
36743311-455e-4bc9-8767-bfec978daedb_2face0_150_101_288_394_00001.png,2.25,2.388888888888889,0 0 0 0
5187b717-d012-4263-808e-f628b06682e2_1202face0_333_143_187_236_00001.png,2.25,2.4705882352941178,0 0 0 0
3a57c13e-df69-40e1-a4c9-b921b7a38c79_2face0_371_692_171_18700012.png,2.25,2.6666666666666665,0 0 0 0
1dde75b1-491c-44e9-8a7f-ddd4837c9a68_2face0_156_381_459_616_00001.png,2.25,2.7857142857142856,0 0 0 0
50d98dec-2c70-4826-b4f7-1d3e064d281f_2face0_176_832_546_61300001.png,2.25,2.3157894736842106,0 0 0 0
aa8c842e-5afb-4b4c-bf81-dc777e1d2804_2face0_445_364_221_283_00005.png,2.25,2.25,0 0 0 0
d4820448-00b0-44a5-b767-9604cc6d55e1_302face0_217_149_224_288_00009.png,2.25,2.25,0 0 0 0
8d9dbffc-a6d6-4cce-97a0-1d540c5f1aff_602face0_250_340_210_270_00004.png,2.25,2.25,0 0 0 0
91a4754b-e4cd-4daa-a75d-185eba30a4e5_10000273face0_277_402_183_223_00001.png,2.25,2.388888888888889,0 0 0 0
a12525cc-ac78-47e5-b619-1fdb9d7f4c80_2face0_743_492_186_19800010.png,2.25,2.25,0 0 0 0
6f47d64c-1aa9-48fa-880e-859183431ddc_302face0_411_52_331_36700004.png,2.25,2.25,0 0 0 0
91ddef1e-afa5-495c-bcd3-8056944a73d6_302face0_345_177_175_222_00004.png,2.25,2.25,0 0 0 0
39a7304b-30f8-4591-a9ed-5cfed361cbd7_10003231face0_231_56_200_266_00003.png,2.25,2.388888888888889,0 0 0 0
120960f7-31c2-4296-8125-c346c514c62a_602face0_360_296_249_303_00001.png,2.25,2.25,0 0 0 0
ffd2a90f-8087-4a2c-a0d1-bd2b67918d74_2face1_891_234_126_13100003.png,2.25,2.388888888888889,0 0 0 0
40551fd7-115c-4ca4-ae33-30bdf84a9720_2face0_233_400_168_222_00003.png,2.25,2.6666666666666665,0 0 0 0
488f5a00-a418-4eee-9611-719539ff1159_302face0_248_721_114_12600007.png,2.25,2.4705882352941178,0 0 0 0
d9f3a1ea-c40e-4e9c-aeb1-33cb2988775d_2face0_445_261_250_316_00003.png,2.25,2.25,0 0 0 0
e19534dc-f799-4d1b-aeb4-914dfdd605b3_2face0_336_548_195_19500004.png,2.25,2.5625,0 0 0 0
7bcc776f-685b-4b1b-b298-e36853e6090e_302face0_551_435_144_175_00008.png,2.25,2.388888888888889,0 0 0 0
8eb6b906-fdd8-4f2c-8a01-ab687463192a_2face0_462_221_191_242_00001.png,2.25,2.7857142857142856,0 0 0 0
6d25c338-5ca8-4772-b075-f6d74b1dd64c_2face0_186_291_642_849_00002.png,2.3,2.3,0 0 0 0
edf12296-8c7c-49be-bbdf-605eb2938e5d_2face0_562_71_354_486_00001.png,2.3,2.3,0 0 0 0
8211eb69-cb89-48e9-b51c-debe3f4aa13c_2face0_220_464_271_368_00001.png,2.3,2.3,0 0 0 0
6ffa853e-3e80-477d-942f-fbf52a83d596_902face0_208_540_700_954_00006.png,2.3,2.3,0 0 0 0
98760226-d160-4cfa-baf1-7202b7abaf03_302face0_432_441_160_16600002.png,2.3,2.3684210526315788,0 0 0 0
1ebd005e-d2f1-4d4e-8c4e-8f4cc95f12be_2face2_382_301_116_12400003.png,2.3,2.7333333333333334,0 0 0 0
4e62bf7a-da27-4fd6-bf62-ebfa9a2bd8e4_2face0_424_324_285_366_00001.png,2.3,2.3,0 0 0 0
5f838a50-9f63-4c94-a114-95fafca6c621_602face0_76_315_572_712_00011.png,2.3,2.3,0 0 0 0
801e8393-ead3-4aad-b75c-953ca9e7a459_2face0_67_364_772_962_00001.png,2.3,2.4444444444444446,0 0 0 0
7837b881-ae0c-400e-aee7-924f1c363c8f_2face0_112_59_414_45200005.png,2.3,2.3684210526315788,0 0 0 0
0a804c8f-6408-44bf-a788-b3784d80e669_302face0_198_286_219_273_00004.png,2.3,2.3684210526315788,0 0 0 0
8c0f6e20-f40e-4596-b030-b2ceb4f1c546_2face0_505_448_121_13200001.png,2.3,2.3684210526315788,0 0 0 0
9dc3aa29-dbf5-4f09-84cb-9de22d962819_2face0_449_567_243_342_00001.png,2.3,2.625,0 0 0 0
e7abec15-52fa-4f32-bce9-b7c6cacf56e1_2face0_307_310_189_244_00001.png,2.3,2.4444444444444446,0 0 0 0
c9ffaf2d-2635-4004-87fc-6c55313127e8_2face0_176_265_193_21400008.png,2.3,2.3684210526315788,0 0 0 0
9dae8f93-91bf-4e76-9c50-2a22bd1e5fa7_2face0_64_313_201_20600003.png,2.3,2.4444444444444446,0 0 0 0
e02073f0-984b-408d-a88b-fdab6677bc34_302face0_373_295_127_168_00001.png,2.3,2.625,0 0 0 0
625405d6-3323-4743-9343-91d6e61028ab_302face0_121_523_290_32500002.png,2.3,2.5294117647058822,0 0 0 0
e281db59-f750-432b-a248-9cb91e51cca2_2face0_110_488_547_59100002.png,2.3,2.5294117647058822,0 0 0 0
97fe1d09-9c64-49fb-b477-3053508e3ec9_302face0_358_403_260_27400001.png,2.3,2.3684210526315788,0 0 0 0
876407cb-f1b5-43fc-b291-6b5acc13d97a_10001798face0_227_60_211_22600009.png,2.3,2.3684210526315788,0 0 0 0
d7b5afb9-10d2-40b7-8084-8ef0b4224cec_10000300face0_515_296_193_270_00001.png,2.3,2.3,0 0 0 0
c0e8599e-6152-452a-b76f-fcbe3c0b6721_10000598face0_245_336_122_13200011.png,2.3,2.3,0 0 0 0
f160aa0c-822a-4399-8ca4-da0e3afa1c23_302face0_753_568_222_299_00001.png,2.3,2.3684210526315788,0 0 0 0
b5b0e55e-1f03-4a89-b0ec-37f19b2af838_10000570face0_222_497_531_59000001.png,2.3,2.3684210526315788,0 0 0 0
10440e19-d023-4e44-a885-17a675cc9d03_1802face0_600_463_145_15700008.png,2.3,2.3,0 0 0 0
df62934d-6a61-4902-a0c3-f03e31f4b505_2face0_229_206_117_12200003.png,2.3,2.3684210526315788,0 0 0 0
bbe4976a-a240-4bda-a856-ae07ecafa259_10000291face0_165_578_176_212_00006.png,2.3,2.5294117647058822,0 0 0 0
0574a31f-6ae3-4b22-8a35-f358dd4ab89a_2face0_166_92_324_451_00005.png,2.3,2.3684210526315788,0 0 0 0
2c7fe58f-b765-45b1-a208-d88aefb9a979_2face0_419_686_220_22400002.png,2.35,2.9285714285714284,0 0 0 0
8de16bfe-d33e-4a80-8845-31d6e4fed88e_2face0_59_302_460_623_00002.png,2.35,2.5,0 0 0 0
c4d9610f-12cb-45ac-a0ed-08c7b5c89d3d_2face0_413_484_356_39300002.png,2.35,2.35,0 0 0 0
